,0
LOC,0.9412844036697248
PER,0.958662038497949
MISC,0.8168210976478973
ORG,0.9206349206349206
micro_f1,0.9244468429573665
macro_f1,0.9093506151126228
macro_p,0.9116255246198846
macro_r,0.9073666463628003
