,0
PER,0.9579513120455263
LOC,0.942113323124043
MISC,0.8186379928315413
ORG,0.9219467401285583
micro_f1,0.9251577998196573
macro_f1,0.9101623420324172
macro_p,0.9150340934618857
macro_r,0.9055647383967443
