,0
PER,0.9268292682926829
LOC,0.9836065573770492
MISC,0.9230769230769231
ORG,0.8
micro_f1,0.9473684210526316
macro_f1,0.9083781871866639
macro_p,0.8893713813068652
macro_r,0.9466783216783217
